_id,OBJECTID,STRUCTID,ADDRESS,STREETNAME,CROSSSTREET1,CROSSSTREET2,SUFFIX,UNIT_NUMBER,TREE_POSITION_NUMBER,SITE,WARD,COMMON_NAME,DBH_TRUNK,geometry
3313452,2692,NY134846,30,GORDON MACKAY RD,JANE ST,SUNTRACT RD,,0.0,70.0,,5.0,"Spruce, Colorado blue",15.0,"{'type': 'Point', 'coordinates': (-79.5096762631383, 43.7154326957163)}"
3313453,2693,ET38899,10,GLEN HOLLOW AVE,WINDWOOD DR,SHADY GLEN RD,,0.0,10.0,,1.0,Honey locust,34.0,"{'type': 'Point', 'coordinates': (-79.6049854550351, 43.7317251580908)}"
3313454,2694,ET89833,950,SCARLETT RD,BRAEBURN AVE,DIXON RD,,0.0,30.0,,2.0,Honey locust,43.0,"{'type': 'Point', 'coordinates': (-79.5265466399376, 43.7004804159492)}"
3313455,2695,310097,334,PRINCESS AVE,WILFRED AVE,HIGHGATE AVE,,0.0,140.0,,18.0,"Elm, Siberian",40.0,"{'type': 'Point', 'coordinates': (-79.39494348519341, 43.7727947760099)}"
3313456,2696,466436,184,CABANA DR,PLUNKETT RD,PLUNKETT RD,,0.0,10.0,,7.0,Hickory,8.0,"{'type': 'Point', 'coordinates': (-79.5686444323673, 43.764613995263)}"
3313457,2697,SC52840,4,BLAIRWOOD TER,BEVERLY GLEN BLVD,BROOKSHIRE BLVD,,0.0,10.0,,22.0,"Maple, Norway 'Schwedler'",40.0,"{'type': 'Point', 'coordinates': (-79.3290653800034, 43.8022476445914)}"
3313458,2698,10124,121,DALI CRES,GAUDI RD,DEAN PARK RD,,0.0,20.0,,25.0,"Maple, Norway columnar",20.0,"{'type': 'Point', 'coordinates': (-79.1802408570262, 43.8044001556167)}"
3313459,2699,ET115095,50,WILGAR RD,UPLAND RD,MONTGOMERY RD,,0.0,40.0,,3.0,"Birch, white",22.0,"{'type': 'Point', 'coordinates': (-79.5165935753934, 43.6492085731676)}"
3313460,2700,ET43236,6,HARDWICK CRT,ASHFIELD DR,ASHFIELD DR,,0.0,10.0,,2.0,"Maple, Norway 'Schwedler'",26.0,"{'type': 'Point', 'coordinates': (-79.5817957422729, 43.6689906517389)}"
3313461,2701,NY77725,107,ESGORE DR,HEDON AVE,YONGE BLVD,,0.0,20.0,,8.0,"Maple, Norway",98.0,"{'type': 'Point', 'coordinates': (-79.4150759108047, 43.7402748415822)}"
3313462,2702,237235,65,ENTERPRISE RD,MCCULLOCH AVE,MARTIN GROVE RD,,0.0,30.0,,1.0,"Catalpa, Northern",8.0,"{'type': 'Point', 'coordinates': (-79.5711238984148, 43.6969149911083)}"
3313463,2703,ET25727,121,DECARIE CRCL,BRUNNER DR,ANTIOCH DR,,0.0,10.0,,2.0,Linden,47.0,"{'type': 'Point', 'coordinates': (-79.5649681061107, 43.6716469718698)}"
3313464,2704,206284,32,LIGHTHALL CRES,TAPSCOTT RD,TUNMEAD SQ,,0.0,20.0,,23.0,Honey locust,35.0,"{'type': 'Point', 'coordinates': (-79.2333808032432, 43.8104248222348)}"
3313465,2705,324965,1183,QUEEN ST E,RUSHBROOKE AVE,CURZON ST,,0.0,40.0,,14.0,Tulip tree,8.0,"{'type': 'Point', 'coordinates': (-79.3319387504424, 43.6626287539025)}"
3313466,2706,389229,4700,KEELE ST,THE POND RD YORK UNIV,YORK BLVD YORK UNIV,,0.0,400.0,,7.0,"Maple, Norway",45.0,"{'type': 'Point', 'coordinates': (-79.4947769021463, 43.7773744850872)}"
3313467,2707,552101,1150,FINCH AVE W,CHESSWOOD DR,ALEXDON RD,,0.0,30.0,,6.0,"Elm, 'Princeton'",8.0,"{'type': 'Point', 'coordinates': (-79.4828599932715, 43.7656153341457)}"
3313468,2708,349103,775,TAPSCOTT RD,FINCH AVE E,NEWGALE GT,,0.0,40.0,,23.0,"Oak, bur",8.0,"{'type': 'Point', 'coordinates': (-79.238127499029, 43.8163714640992)}"
3313469,2709,315274,71,AGINCOURT DR,LOCKIE AVE,HAVENDALE RD,,0.0,10.0,,22.0,Blackgum,4.0,"{'type': 'Point', 'coordinates': (-79.2842624341098, 43.7891601470092)}"
3313470,2710,328733,45,WESTGATE BLVD,SOUTHBOURNE AVE,DELHI AVE,,0.0,90.0,,6.0,Serviceberry,8.0,"{'type': 'Point', 'coordinates': (-79.4310451621706, 43.740292116921104)}"
3313471,2711,TO121906,198,CRAWFORD ST,LOBB AVE,BELLWOODS PK TORONTO,,0.0,10.0,,10.0,"Hazel, Turkish",30.0,"{'type': 'Point', 'coordinates': (-79.4162178930364, 43.647695785727)}"
3313472,2712,189127,25,PROVENCE TRL,BRUNELLO GT,MOSELLE DR,,0.0,280.0,,1.0,"Honey locust, 'Skyline'",8.0,"{'type': 'Point', 'coordinates': (-79.6032099777188, 43.7574880538626)}"
3313473,2713,476006,3336,KEELE ST,SHEPPARD AVE W,DOVEHOUSE AVE,,0.0,10.0,,6.0,Honey locust,22.0,"{'type': 'Point', 'coordinates': (-79.4867888472821, 43.7456526186987)}"
3313474,2714,TO101473,103,GALT AVE,LN 1 N GERRARD W GALT,LN 2 N GERRARD W GALT,,0.0,10.0,,14.0,"Lilac, Japanese",26.0,"{'type': 'Point', 'coordinates': (-79.3368117200943, 43.6697785081712)}"
3313475,2715,NY6038,31,KENTON DR,DORNFELL ST,CHARLTON BLVD,,0.0,10.0,,18.0,"Apple, Sargents",27.0,"{'type': 'Point', 'coordinates': (-79.4406498534981, 43.7787538525434)}"
3313476,2716,104002,32,CHANCELLOR DR,MAFEKING CRES,MAFEKING CRES,,0.0,10.0,,24.0,"Linden, Littleleaf",25.0,"{'type': 'Point', 'coordinates': (-79.2243264491124, 43.7769191546494)}"
3313477,2717,526451,200,SENLAC RD,BETTY ANN DR,ELLERSLIE AVE,,0.0,30.0,,18.0,"Catalpa, Northern",4.0,"{'type': 'Point', 'coordinates': (-79.4265614350008, 43.768080726394)}"
3313478,2718,504527,7,CARSBROOKE RD,RENFORTH DR,ENDWOOD RD,,0.0,10.0,,2.0,Hackberry,4.0,"{'type': 'Point', 'coordinates': (-79.5747700365969, 43.6463112703438)}"
3313479,2719,107876,30,DASHWOOD CRES,JUDHAVEN RD,THISTLE DOWN BLVD,,0.0,10.0,,1.0,"Lilac, Japanese",14.0,"{'type': 'Point', 'coordinates': (-79.5554927799835, 43.73927494468381)}"
3313480,2720,404596,10,ALEXANDRA WOOD,CORTLEIGH BLVD,LYTTON BLVD,,0.0,30.0,,8.0,"Hemlock, eastern",12.0,"{'type': 'Point', 'coordinates': (-79.4225768926991, 43.7111799369573)}"
3313481,2721,109401,1095,PETROLIA RD,LIMESTONE CRES,STEELES AVE W,,0.0,30.0,,6.0,"Basswood, Redmond",10.0,"{'type': 'Point', 'coordinates': (-79.4892505795745, 43.7809673970921)}"
3313482,2722,YO10606,196,SCHELL AVE,MONTCALM AVE,SNIDER AVE,,0.0,10.0,,8.0,"Oak, white",76.0,"{'type': 'Point', 'coordinates': (-79.4617614505117, 43.6966931244686)}"
3313483,2723,414081,30,GLENBOROUGH PARK CRES,LN W GRANTBROOK S DEVONDALE,FINCH AVE W,,0.0,20.0,,18.0,Kentucky coffee,8.0,"{'type': 'Point', 'coordinates': (-79.434204541807, 43.77705638672331)}"
3313484,2724,ET78896,159,PRINCESS ANNE CRES,BYLAND RD,CHEVIOT PL,,0.0,10.0,,2.0,Linden,38.0,"{'type': 'Point', 'coordinates': (-79.5492945256881, 43.6761313707391)}"
3313485,2725,TO123392,156,SWANWICK AVE,HANNAFORD ST,LN W PICKERING N SWANWICK,,0.0,10.0,,19.0,"Maple, Amur",21.0,"{'type': 'Point', 'coordinates': (-79.292209167474, 43.6838411889274)}"
3313486,2726,NY82288,184,MCNICOLL AVE,RENATA ROYALWAY,WELLESBOURNE CRES,,0.0,10.0,,17.0,"Maple, Norway",40.0,"{'type': 'Point', 'coordinates': (-79.3557436026689, 43.7998533273552)}"
3313487,2727,375652,6,PINE RIDGE DR,MEADOWCLIFFE DR,LEDGE RD,,0.0,340.0,,20.0,"Maple, silver",10.0,"{'type': 'Point', 'coordinates': (-79.2236266054364, 43.7265426112904)}"
3313488,2728,438056,87,LLOYD MANOR RD,PRINCE GEORGE DR,ABINGER CRES,,0.0,10.0,,2.0,Tulip tree,5.0,"{'type': 'Point', 'coordinates': (-79.5512834800879, 43.6666740066815)}"
3313489,2729,132687,172,CORNELIUS PKWY,RUSTIC RD,FLORAL PKWY,,0.0,10.0,,5.0,"Planetree, London 'Bloodgood'",15.0,"{'type': 'Point', 'coordinates': (-79.4753823581085, 43.720179309281605)}"
3313490,2730,308717,108,DENISON RD W,LIPPINCOTT ST W,CLOUSTON AVE,,0.0,99.0,DENISON PARK,5.0,"Oak, red",4.0,"{'type': 'Point', 'coordinates': (-79.5118200130785, 43.6941145397796)}"
3313491,2731,482072,43,ROSEVEAR AVE,NEWMAN AVE,DAWES RD,,0.0,10.0,,19.0,Tulip tree,6.0,"{'type': 'Point', 'coordinates': (-79.29847870595312, 43.69240007426011)}"
3313492,2732,550687,50,OAKCREST AVE,AMROTH AVE,CEDARVALE AVE,,0.0,10.0,,19.0,"Katsura, Japanese",4.0,"{'type': 'Point', 'coordinates': (-79.3103980976182, 43.683699287388)}"
3313493,2733,497960,156,CASTLEFIELD AVE,ROSEWELL AVE,AVENUE RD,,0.0,30.0,,8.0,"Cherry, choke 'Shubert'",5.0,"{'type': 'Point', 'coordinates': (-79.4069735671379, 43.7103420141112)}"
3313494,2734,288630,16,JEAN DEMPSEY GT,BONACRES AVE,MEADOWVALE RD,,0.0,40.0,,25.0,Black locust,110.0,"{'type': 'Point', 'coordinates': (-79.1579764317685, 43.7785481743674)}"
3313495,2735,TO57996,588,LOGAN AVE,LANGLEY AVE,RIVERDALE AVE,,0.0,10.0,,14.0,Linden,59.0,"{'type': 'Point', 'coordinates': (-79.3465377435639, 43.6698437006386)}"
3313496,2736,NY54510,9,DUNSMORE GDNS,REINER RD,MCALLISTER RD,,0.0,80.0,,6.0,Spruce,30.0,"{'type': 'Point', 'coordinates': (-79.4535312860287, 43.7499122816615)}"
3313497,2737,ET110748,21,WALLIS CRES,HAIMER AVE,HAIMER AVE,,0.0,10.0,,1.0,"Lilac, Japanese",11.0,"{'type': 'Point', 'coordinates': (-79.59162158655, 43.7541594057721)}"
3313498,2738,NY129909,46,BAYVIEW RIDGE,VALLEY RD,BAYVIEW RIDGE CRES,,0.0,20.0,,15.0,"Spruce, Colorado blue",25.0,"{'type': 'Point', 'coordinates': (-79.3874845734089, 43.7424618541079)}"
3313499,2739,191221,125,RANGOON RD,ASHFIELD DR,HARTLAND RD,,0.0,10.0,,2.0,"Buckeye, yellow",5.0,"{'type': 'Point', 'coordinates': (-79.5792278732261, 43.6698590634499)}"
3313500,2740,248539,629,MARKHAM RD,LAWRENCE AVE E,GREENHOLM CRCT,,0.0,50.0,,24.0,"Elm, Siberian",30.0,"{'type': 'Point', 'coordinates': (-79.2239132294806, 43.760682882977)}"
3313501,2741,SC112273,24,HEATHERBANK TRL,SHEPPARD AVE E,,,0.0,10.0,,25.0,"Cherry, choke 'Shubert'",20.0,"{'type': 'Point', 'coordinates': (-79.1638659548302, 43.8054658498859)}"
3313502,2742,88771,89,BABY POINT RD,FLEUR PL,L'ESTRANGE PL,,0.0,20.0,,4.0,"Oak, bur",26.0,"{'type': 'Point', 'coordinates': (-79.4979188146847, 43.6554902131966)}"
3313503,2743,348819,126,ELM RIDGE DR,NEWGATE RD,WILLIAM R ALLEN RD N,,0.0,120.0,NEWGATE PARKETTE,8.0,"Pine, Austrian",23.0,"{'type': 'Point', 'coordinates': (-79.4371657597054, 43.7036466326591)}"
3313504,2744,428897,12,CHANNING PL,BROWNRIDGE CRES,COUNTRYMAN CRCL,,0.0,10.0,,1.0,Pear,16.0,"{'type': 'Point', 'coordinates': (-79.5996416750242, 43.7331645936034)}"
3313505,2745,413147,247,SPADINA AVE,SULLIVAN ST,GRANGE AVE,,0.0,1020.0,,10.0,Honey locust,10.0,"{'type': 'Point', 'coordinates': (-79.3973503199081, 43.6513557467604)}"
3313506,2746,57070,111,COURTLANDS DR,FEENEY AVE,HALFWAY AVE,,0.0,10.0,,25.0,"Maple, hedge",24.0,"{'type': 'Point', 'coordinates': (-79.2149484149425, 43.8177976271466)}"
3313507,2747,148836,211,BESSBOROUGH DR,FIELD AVE,SHARRON DR,,0.0,140.0,BESSBOROUGH DRIVE E & MS,15.0,"Elm, David 'Accolade'",19.0,"{'type': 'Point', 'coordinates': (-79.3701352031944, 43.7072147378542)}"
3313508,2748,504627,2906,YONGE ST,GLENGROVE AVE W,CHATSWORTH DR,,0.0,99.0,CHATSWORTH RAVINE,8.0,Butternut,19.0,"{'type': 'Point', 'coordinates': (-79.4018160384054, 43.7214723993991)}"
3313509,2749,NY5362,165,HILLCREST AVE NORTH YORK,DUDLEY AVE,WILLOWDALE AVE,,0.0,10.0,,18.0,"Apple, Sargents",23.0,"{'type': 'Point', 'coordinates': (-79.4041617798303, 43.7692103394572)}"
3313510,2750,409683,11,ADENCLIFF RD,COLLINGSBROOK BLVD,KELVINWAY DR,,0.0,50.0,NORTH BRIDLEWOOD PARK,22.0,"Honey locust, 'Skyline'",8.0,"{'type': 'Point', 'coordinates': (-79.3208044042772, 43.79057430780631)}"
3313511,2751,133868,325,NISKA RD,TOBERMORY DR,DRIFTWOOD AVE,,0.0,10.0,,7.0,Honey locust,60.0,"{'type': 'Point', 'coordinates': (-79.5108629081539, 43.7651094627088)}"
3313512,2752,325560,31,CRITTENDEN SQ,CROW TRL,CROW TRL,,0.0,10.0,,23.0,"Beech, European",4.0,"{'type': 'Point', 'coordinates': (-79.2351620477068, 43.8120881190262)}"
3313513,2753,426433,18,FOUNDRY AVE,POWERHOUSE ST,TURNTABLE CRES,,0.0,490.0,DAVENPORT VILLAGE PARK,9.0,"Oak, English 'pyramidal'",6.0,"{'type': 'Point', 'coordinates': (-79.4493970429919, 43.669709874485)}"
3313514,2754,168440,88,ST REGIS CRES,ST REGIS CRES N,TUSCAN GT,,0.0,10.0,,6.0,"Oak, bur",8.0,"{'type': 'Point', 'coordinates': (-79.4854517271091, 43.7549125973029)}"
3313515,2755,NY107271,147,BOMBAY AVE,TRESILLIAN RD,ARMOUR BLVD,,0.0,10.0,,6.0,"Maple, Norway 'Emerald Queen '",24.0,"{'type': 'Point', 'coordinates': (-79.4294008096552, 43.74256311028941)}"
3313516,2756,301342,58,FIELDWAY RD,VAN DUSEN BLVD,MUNSTER AVE,,0.0,30.0,,3.0,"Lilac, Japanese",34.0,"{'type': 'Point', 'coordinates': (-79.5304586711269, 43.6398811730532)}"
3313517,2757,615519,556,SANDHURST CRCL,KENHATCH BLVD,590 SANDHURST CRCL,,0.0,10.0,,23.0,"Elm, American 'Valley Forge'",8.0,"{'type': 'Point', 'coordinates': (-79.2630908794458, 43.8058984895471)}"
3313518,2758,ET85223,26,RIVERLEA DR,WESTONA ST,FREEMONT AVE,,0.0,20.0,,2.0,"Maple, silver",110.0,"{'type': 'Point', 'coordinates': (-79.5254815963003, 43.6990428383606)}"
3313519,2759,511814,82,MONTROSE AVE,LN N DUNDAS W BEATRICE,CINDER AVE,,0.0,10.0,,11.0,"Cherry, pin",7.0,"{'type': 'Point', 'coordinates': (-79.41680378788891, 43.6522235834219)}"
3313520,2760,126556,629,SOUDAN AVE,CLEVELAND ST,HOYLE AVE,,0.0,10.0,,15.0,"Maple, sugar",4.0,"{'type': 'Point', 'coordinates': (-79.3790912394162, 43.7080699523819)}"
3313521,2761,245932,25,GEORGE ST ETOBICOKE,SYMONS ST,HILLSIDE AVE,,0.0,20.0,,3.0,"Pine, Austrian",40.0,"{'type': 'Point', 'coordinates': (-79.4937419049839, 43.6091183566819)}"
3313522,2762,608098,87,GLENCAIRN AVE,DUPLEX AVE TORONTO,HEATHER ST,,0.0,10.0,,8.0,"Maple, silver",4.0,"{'type': 'Point', 'coordinates': (-79.4052290065184, 43.7172517397972)}"
3313523,2763,48823,93,OAKMEADOW BLVD,LOGSTONE CRES,LOGSTONE CRES,,0.0,30.0,,24.0,"Maple, silver",69.0,"{'type': 'Point', 'coordinates': (-79.2167082301872, 43.7865990745227)}"
3313524,2764,619926,33,KNOLLVIEW CRES,BRUCEDALE CRES,PAGE AVE NORTH YORK,,0.0,10.0,,17.0,"Maple, Freeman 'Autumn Blaze'",4.0,"{'type': 'Point', 'coordinates': (-79.384587344192, 43.7850371540858)}"
3313525,2765,TO39102,45,GLEN RD,LN S MAPLE AVE E GLEN RD,MAPLE AVE,,0.0,70.0,,11.0,"Maple, silver",62.0,"{'type': 'Point', 'coordinates': (-79.3753135748993, 43.6748514112249)}"
3313526,2766,479399,225,EILEEN AVE,BERNICE CRES,GAILMORT PL,,0.0,20.0,,5.0,"Cedar, white",45.0,"{'type': 'Point', 'coordinates': (-79.504106861098, 43.6665056437494)}"
3313527,2767,TO126358,38,JOICEY BLVD,OLD ORCHARD GRV,BROOKE AVE,,0.0,10.0,,8.0,"Maple, Norway 'Crimson King'",28.0,"{'type': 'Point', 'coordinates': (-79.4102597720554, 43.7348090936269)}"
3313528,2768,SC3548,34,BONIS AVE,KING HENRY'S BLVD,KING HENRY'S BLVD,,0.0,99.0,,22.0,"Honey locust, 'Shade master'",10.0,"{'type': 'Point', 'coordinates': (-79.2990434277192, 43.7838872274552)}"
3313529,2769,TO22481,168,CRAWFORD ST,LOGIE PL,LOBB AVE,,0.0,10.0,,10.0,"Maple, silver",106.0,"{'type': 'Point', 'coordinates': (-79.4158891089597, 43.6468643311719)}"
3313530,2770,469453,36,MILVAN DR,PENN DR,PENN DR,,0.0,50.0,,7.0,"Lilac, Japanese",4.0,"{'type': 'Point', 'coordinates': (-79.5544330879621, 43.7533931221413)}"
3313531,2771,NY152196,1,CLOEBURY CRT,STAFFORD RD,,,0.0,20.0,,18.0,"Willow, black",62.0,"{'type': 'Point', 'coordinates': (-79.4395751366149, 43.7710058703258)}"
3313532,2772,627779,5900,FINCH AVE E,NEILSON RD,BLACKBIRD GT,,0.0,160.0,,25.0,Ginkgo,8.0,"{'type': 'Point', 'coordinates': (-79.226858099406, 43.8174635532715)}"
3313533,2773,576141,745,EUCLID AVE TORONTO,WILLIAM OLIPHANT LANE,LONDON ST,,0.0,10.0,,11.0,"Yellowwood, Kentucky",4.0,"{'type': 'Point', 'coordinates': (-79.4151234451703, 43.6657524351937)}"
3313534,2774,341528,17,AUBURN AVE,DUFFERIN ST,VIA ITALIA,,0.0,10.0,,9.0,Sweetgum,8.0,"{'type': 'Point', 'coordinates': (-79.4431506030294, 43.6751059431901)}"
3313535,2775,TO23320,1,DANFORTH AVE,PRINCE EDWARD VIADUCT,ROYAL DR,,0.0,50.0,CITY ADULT LEARNING CENTRE (CALC),14.0,"Maple, silver",52.0,"{'type': 'Point', 'coordinates': (-79.3600575652384, 43.674910857793)}"
3313536,2776,603582,21,COLUMBINE AVE,BROOKMOUNT RD,RAINSFORD RD,,0.0,10.0,,19.0,"Oak, red",4.0,"{'type': 'Point', 'coordinates': (-79.3090845927393, 43.6711222354499)}"
3313537,2777,NY117861,23,ASHGROVE PL,MALLOW RD,,,0.0,30.0,,16.0,"Pine, Austrian",43.0,"{'type': 'Point', 'coordinates': (-79.3423895609019, 43.742073128086105)}"
3313538,2778,507585,398,MCROBERTS AVE,LN N CORBY E CALEDONIA,LN E MCROBERTS N ROGERS,,0.0,30.0,,9.0,Honey locust,17.0,"{'type': 'Point', 'coordinates': (-79.4579980372306, 43.6860840908395)}"
3313539,2779,343172,1873,BLOOR ST W,PACIFIC AVE,COLBORNE LODGE DR,,0.0,10100.0,HIGH PARK,4.0,"Oak, black",87.0,"{'type': 'Point', 'coordinates': (-79.4640866825387, 43.6535695616334)}"
3313540,2780,YO29911,135,SCARLETT RD,EDINBOROUGH CRT,CLAIRTON CRES,,0.0,10.0,,5.0,"Linden, Littleleaf",55.0,"{'type': 'Point', 'coordinates': (-79.5037448951888, 43.6724671657631)}"
3313541,2781,447461,200,QUEEN'S PLATE DR,REXDALE BLVD,HARNESS RD,,0.0,110.0,,1.0,Honey locust,22.0,"{'type': 'Point', 'coordinates': (-79.5961082016191, 43.7191046024686)}"
3313542,2782,426744,3,LOGANBERRY CRES,CLIFFWOOD RD,MISTFLOWER RD,,0.0,30.0,,17.0,"Maple, Freeman 'Autumn Blaze'",4.0,"{'type': 'Point', 'coordinates': (-79.3572200837582, 43.8039893060505)}"
3313543,2783,TO6005,1630,"BAYVIEW AVE TO, EY, NY",BELSIZE DR,FLEMING CRES,,0.0,10.0,,15.0,"Lilac, Japanese",10.0,"{'type': 'Point', 'coordinates': (-79.3756212932537, 43.7066370256247)}"
3313544,2784,230292,17,AMULET ST,MALAMUTE CRES,LYNN GATE CRES,,0.0,20.0,,22.0,Hackberry,14.0,"{'type': 'Point', 'coordinates': (-79.300737601816, 43.7786993013914)}"
3313545,2785,364303,3900,DANFORTH AVE,KINGSTON RD,KINGSTON RD,,0.0,2130.0,,20.0,"Maple, Norway",3.0,"{'type': 'Point', 'coordinates': (-79.2559846900187, 43.7016514381377)}"
3313546,2786,545417,1,DARLINGTON DR,CONEY RD,,,0.0,10.0,,3.0,"Honey locust, 'Skyline'",4.0,"{'type': 'Point', 'coordinates': (-79.5067125686592, 43.6339968422862)}"
3313547,2787,NY91098,11,DONCLIFFE DR,FOREST GLEN CRES,MOUNT PLEASANT RD,,0.0,10.0,,15.0,"Maple, silver",110.0,"{'type': 'Point', 'coordinates': (-79.4023022488332, 43.7349502971499)}"
3313548,2788,TO98184,201,WINCHESTER ST,SUMACH ST,,,0.0,170.0,RIVERDALE FARM,13.0,"Lilac, Japanese",4.0,"{'type': 'Point', 'coordinates': (-79.3610523589056, 43.6673211260221)}"
3313549,2789,597105,330,HUMBERLINE DR,CLAIREVILLE DR,HUDDERSFIELD RD,,0.0,280.0,,1.0,"Catalpa, Northern",8.0,"{'type': 'Point', 'coordinates': (-79.6221651096101, 43.7422582235891)}"
3313550,2790,284846,11,STANLAND DR,MASON RD,BELLAMY RD S,,0.0,2903.0,MASON ROAD PARK,20.0,"Ash, green",133.0,"{'type': 'Point', 'coordinates': (-79.2249224070232, 43.7375969400155)}"
3313551,2791,606428,6,TAMARISK DR,HUMBER COLLEGE BLVD,THYME CRT,,0.0,20.0,,1.0,"Oak, pin",4.0,"{'type': 'Point', 'coordinates': (-79.5950978167995, 43.7335070006178)}"
3313552,2792,165754,36,CHEVAL DR,DENLOW BLVD,BRAMBLE DR,,0.0,10.0,,15.0,"Maple, Norway",48.0,"{'type': 'Point', 'coordinates': (-79.3656411876225, 43.74662272965)}"
3313553,2793,513420,4,GREENSIDES AVE,TYRREL AVE,BENSON AVE,,0.0,10.0,,12.0,Cherry,46.0,"{'type': 'Point', 'coordinates': (-79.4289400375818, 43.6777327149962)}"
3313554,2794,TO52923,24,KENILWORTH AVE,KEWBEACH AVE,KEW BEACH CRES,,0.0,20.0,,19.0,"Lilac, Japanese",15.0,"{'type': 'Point', 'coordinates': (-79.30092834887321, 43.666722559728605)}"
3313555,2795,74013,39,PEMBERTON AVE,,KENNETH AVE NORTH YORK,,0.0,50.0,,18.0,"Maple, Norway",35.0,"{'type': 'Point', 'coordinates': (-79.4128849726416, 43.781239500027)}"
3313556,2796,411641,90,NEWTON DR,WILLOWDALE AVE,LILLIAN ST NORTH YORK,,0.0,20.0,,18.0,"Lilac, Japanese",4.0,"{'type': 'Point', 'coordinates': (-79.4120987653877, 43.7946577125658)}"
3313557,2797,235618,124,VIELLA ST,LN E SYMES N TARRAGONA,CANNES CRCL,,0.0,10.0,,5.0,"Maple, Norway",20.0,"{'type': 'Point', 'coordinates': (-79.4767734208928, 43.6719452028448)}"
3313558,2798,NY87237,74,UPPER CANADA DR,LORD SEATON RD,ALDERSHOT CRES,,0.0,60.0,,15.0,"Maple, Norway",24.0,"{'type': 'Point', 'coordinates': (-79.4046968662118, 43.7541811036272)}"
3313559,2799,195373,739,ELLESMERE RD,MONDEO DR,GLADESIDE RD,,0.0,990.0,ELLESMERE-STATTON PS,21.0,Ginkgo,8.0,"{'type': 'Point', 'coordinates': (-79.2875719983282, 43.7636236123759)}"
3313560,2800,377290,832,BAY ST,GRENVILLE ST,GROSVENOR ST,,0.0,10.0,,11.0,Honey locust,8.0,"{'type': 'Point', 'coordinates': (-79.3862266961176, 43.6616627093383)}"
3313561,2801,304312,751,FINCH AVE E,PAGE AVE NORTH YORK,FINCH AVE E,,0.0,230.0,,17.0,"Maple, silver",8.0,"{'type': 'Point', 'coordinates': (-79.3782543556476, 43.7880019336384)}"
3313562,2802,SC35340,21,GROVENEST DR,HIGHCASTLE RD,OAKMEADOW BLVD,,0.0,10.0,,24.0,"Catalpa, Northern",49.0,"{'type': 'Point', 'coordinates': (-79.2135946229172, 43.7899740953216)}"
3313563,2803,319837,42,STRATHGOWAN AVE,ST HILDA'S AVE,,,0.0,10.0,,15.0,Kentucky coffee,4.0,"{'type': 'Point', 'coordinates': (-79.3991709261552, 43.7192820908525)}"
3313564,2804,627456,22,FROST ST,STAVELY CRES,MARCEL RD,,0.0,10.0,,1.0,"Catalpa, Northern",6.0,"{'type': 'Point', 'coordinates': (-79.5651429060248, 43.7135558364522)}"
3313565,2805,EY5376,4,ASTOR AVE,SOUTHVALE DR,SUTHERLAND DR,,0.0,40.0,,15.0,"Oak, English",146.0,"{'type': 'Point', 'coordinates': (-79.3673644717527, 43.6978073814329)}"
3313566,2806,SC86345,75,HAWKSHEAD CRES,FUNDY BAY BLVD,FUNDY BAY BLVD,,0.0,10.0,,22.0,"Maple, Norway columnar",32.0,"{'type': 'Point', 'coordinates': (-79.3138327980275, 43.8085535838527)}"
3313567,2807,TO86468,29,SENECA AVE TORONTO ISLANDS,DACOTAH AVE,WYANDOT AVE,,0.0,110.0,,10.0,Poplar,56.0,"{'type': 'Point', 'coordinates': (-79.3612022173893, 43.627605658085)}"
3313568,2808,541259,62,NORTHDALE RD,GERALD ST,SILVERGROVE RD,,0.0,20.0,,15.0,"Spruce, Colorado blue",25.0,"{'type': 'Point', 'coordinates': (-79.3824848055186, 43.763236629755)}"
3313569,2809,467989,96,TWELFTH ST,JACKSON RD,LN S LAKE SHORE W ELEVENTH,,0.0,10.0,,3.0,"Magnolia, saucer",8.0,"{'type': 'Point', 'coordinates': (-79.5103621791977, 43.5985961551388)}"
3313570,2810,NY129434,34,ARROWSMITH AVE,KEELE ST,FAIRWEATHER RD,,0.0,10.0,,5.0,"Spruce, Colorado blue",39.0,"{'type': 'Point', 'coordinates': (-79.479371026213, 43.7037741971071)}"
3313571,2811,419991,34,HARRIET ST,LESLIE ST,HASTINGS AVE,,0.0,40.0,,14.0,"Maple, Manitoba",7.0,"{'type': 'Point', 'coordinates': (-79.3329600624765, 43.671938331016)}"
3313572,2812,71539,82,CHISHOLM AVE,NEWMARKET AVE,GATWICK AVE,,0.0,5.0,,19.0,"Oak, red",6.0,"{'type': 'Point', 'coordinates': (-79.3041805691692, 43.690142981329)}"
3313573,2813,279094,935,SHEPPARD AVE W,LN W WILSON HEIGHTS S SHEPPARD,BANTING AVE,,0.0,80.0,,6.0,Honey locust,11.0,"{'type': 'Point', 'coordinates': (-79.4586777357335, 43.751093028642906)}"
3313574,2814,TO66470,42,NANTON AVE,DALE AVE TORONTO,ELM AVE,,0.0,20.0,,11.0,"Maple, silver",85.0,"{'type': 'Point', 'coordinates': (-79.3720576952033, 43.6760444580228)}"
3313575,2815,241394,4,OXENDEN CRES,TORRINGTON DR,WESTRUM RD,,0.0,10.0,,2.0,"Linden, Littleleaf",55.0,"{'type': 'Point', 'coordinates': (-79.5776016483283, 43.6546856084435)}"
